Country,Origin,Year,Month,Value
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia,2016,October,*
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia,2016,November,8
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia,2016,December,*
France,Rwanda,2016,January,16
France,Rwanda,2016,February,30
France,Rwanda,2016,March,10
France,Rwanda,2016,April,24
France,Rwanda,2016,May,12
France,Rwanda,2016,June,14
France,Rwanda,2016,July,10
France,Rwanda,2016,August,12
France,Rwanda,2016,September,25
France,Rwanda,2016,October,15
France,Rwanda,2016,November,13
France,Saudi Arabia,2016,February,*
France,Saudi Arabia,2016,March,*
France,Saudi Arabia,2016,July,*
France,Saudi Arabia,2016,August,*
France,Saudi Arabia,2016,November,*
United Kingdom of Great Britain and Northern Ireland,Senegal,2016,January,7
United Kingdom of Great Britain and Northern Ireland,Senegal,2016,February,*
United Kingdom of Great Britain and Northern Ireland,Senegal,2016,March,*
United Kingdom of Great Britain and Northern Ireland,Senegal,2016,April,*
United Kingdom of Great Britain and Northern Ireland,Senegal,2016,May,*
United Kingdom of Great Britain and Northern Ireland,Senegal,2016,June,*
United Kingdom of Great Britain and Northern Ireland,Senegal,2016,July,7
United Kingdom of Great Britain and Northern Ireland,Senegal,2016,August,*
United Kingdom of Great Britain and Northern Ireland,Senegal,2016,September,5
United Kingdom of Great Britain and Northern Ireland,Senegal,2016,October,*
United Kingdom of Great Britain and Northern Ireland,Senegal,2016,November,*
France,Côte d'Ivoire,2016,January,96
France,Côte d'Ivoire,2016,February,115
France,Côte d'Ivoire,2016,March,104
France,Côte d'Ivoire,2016,April,136
France,Côte d'Ivoire,2016,May,138
France,Côte d'Ivoire,2016,June,140
France,Côte d'Ivoire,2016,July,145
France,Côte d'Ivoire,2016,August,149
France,Côte d'Ivoire,2016,September,162
France,Côte d'Ivoire,2016,October,186
France,Côte d'Ivoire,2016,November,133
United Kingdom of Great Britain and Northern Ireland,Bosnia and Herzegovina,2016,August,*
United Kingdom of Great Britain and Northern Ireland,Bulgaria,2016,May,*
United Kingdom of Great Britain and Northern Ireland,Bulgaria,2016,October,*
United Kingdom of Great Britain and Northern Ireland,Belize,2016,February,*
United Kingdom of Great Britain and Northern Ireland,Belize,2016,June,*
United Kingdom of Great Britain and Northern Ireland,Cambodia,2016,April,*
United Kingdom of Great Britain and Northern Ireland,Canada,2016,February,*
United Kingdom of Great Britain and Northern Ireland,Canada,2016,March,*
United Kingdom of Great Britain and Northern Ireland,Canada,2016,October,*
United Kingdom of Great Britain and Northern Ireland,Canada,2016,December,5
United Kingdom of Great Britain and Northern Ireland,Central African Rep.,2016,January,*
United Kingdom of Great Britain and Northern Ireland,Seychelles,2016,April,*
United Kingdom of Great Britain and Northern Ireland,Seychelles,2016,May,*
United Kingdom of Great Britain and Northern Ireland,Seychelles,2016,September,*
United Kingdom of Great Britain and Northern Ireland,Singapore,2016,July,10
United Kingdom of Great Britain and Northern Ireland,Singapore,2016,October,*
United Kingdom of Great Britain and Northern Ireland,Chad,2016,March,*
United Kingdom of Great Britain and Northern Ireland,Chad,2016,December,*
United Kingdom of Great Britain and Northern Ireland,Sierra Leone,2016,January,*
United Kingdom of Great Britain and Northern Ireland,Sierra Leone,2016,February,6
United Kingdom of Great Britain and Northern Ireland,Sierra Leone,2016,March,*
United Kingdom of Great Britain and Northern Ireland,Sierra Leone,2016,April,*
United Kingdom of Great Britain and Northern Ireland,Sierra Leone,2016,May,5
United Kingdom of Great Britain and Northern Ireland,Sierra Leone,2016,June,13
United Kingdom of Great Britain and Northern Ireland,Sierra Leone,2016,July,*
United Kingdom of Great Britain and Northern Ireland,Sierra Leone,2016,August,*
United Kingdom of Great Britain and Northern Ireland,Sierra Leone,2016,September,7
United Kingdom of Great Britain and Northern Ireland,Sierra Leone,2016,October,*
United Kingdom of Great Britain and Northern Ireland,Sierra Leone,2016,November,5
United Kingdom of Great Britain and Northern Ireland,Sierra Leone,2016,December,*
United Kingdom of Great Britain and Northern Ireland,Angola,2016,January,*
United Kingdom of Great Britain and Northern Ireland,Angola,2016,February,*
United Kingdom of Great Britain and Northern Ireland,Angola,2016,March,5
United Kingdom of Great Britain and Northern Ireland,Angola,2016,April,11
United Kingdom of Great Britain and Northern Ireland,Angola,2016,May,*
United Kingdom of Great Britain and Northern Ireland,Angola,2016,June,*
United Kingdom of Great Britain and Northern Ireland,Angola,2016,July,5
United Kingdom of Great Britain and Northern Ireland,Angola,2016,August,*
United Kingdom of Great Britain and Northern Ireland,Angola,2016,September,12
United Kingdom of Great Britain and Northern Ireland,Angola,2016,October,*
United Kingdom of Great Britain and Northern Ireland,Angola,2016,November,6
United Kingdom of Great Britain and Northern Ireland,Angola,2016,December,*
United Kingdom of Great Britain and Northern Ireland,Antigua and Barbuda,2016,January,*
United Kingdom of Great Britain and Northern Ireland,Antigua and Barbuda,2016,May,*
United Kingdom of Great Britain and Northern Ireland,Bangladesh,2016,January,233
United Kingdom of Great Britain and Northern Ireland,Bangladesh,2016,February,172
United Kingdom of Great Britain and Northern Ireland,Bangladesh,2016,March,179
United Kingdom of Great Britain and Northern Ireland,Bangladesh,2016,April,220
United Kingdom of Great Britain and Northern Ireland,Bangladesh,2016,May,180
United Kingdom of Great Britain and Northern Ireland,Bangladesh,2016,June,185
United Kingdom of Great Britain and Northern Ireland,Bangladesh,2016,July,181
United Kingdom of Great Britain and Northern Ireland,Bangladesh,2016,August,190
United Kingdom of Great Britain and Northern Ireland,Bangladesh,2016,September,191
United Kingdom of Great Britain and Northern Ireland,Bangladesh,2016,October,152
United Kingdom of Great Britain and Northern Ireland,Bangladesh,2016,November,167
United Kingdom of Great Britain and Northern Ireland,Bangladesh,2016,December,176
United Kingdom of Great Britain and Northern Ireland,Bahamas,2016,February,*
United Kingdom of Great Britain and Northern Ireland,Somalia,2016,January,23
United Kingdom of Great Britain and Northern Ireland,Somalia,2016,February,23
United Kingdom of Great Britain and Northern Ireland,Somalia,2016,March,27
United Kingdom of Great Britain and Northern Ireland,Somalia,2016,April,44
United Kingdom of Great Britain and Northern Ireland,Somalia,2016,May,47
United Kingdom of Great Britain and Northern Ireland,Somalia,2016,June,32
United Kingdom of Great Britain and Northern Ireland,Somalia,2016,July,28
United Kingdom of Great Britain and Northern Ireland,Somalia,2016,August,33
United Kingdom of Great Britain and Northern Ireland,Somalia,2016,September,41
United Kingdom of Great Britain and Northern Ireland,China,2016,January,80
United Kingdom of Great Britain and Northern Ireland,China,2016,February,76
United Kingdom of Great Britain and Northern Ireland,China,2016,March,69
United Kingdom of Great Britain and Northern Ireland,China,2016,April,67
United Kingdom of Great Britain and Northern Ireland,China,2016,May,106
United Kingdom of Great Britain and Northern Ireland,China,2016,June,96
United Kingdom of Great Britain and Northern Ireland,China,2016,July,73
United Kingdom of Great Britain and Northern Ireland,China,2016,August,79
United Kingdom of Great Britain and Northern Ireland,China,2016,September,61
United Kingdom of Great Britain and Northern Ireland,China,2016,October,54
United Kingdom of Great Britain and Northern Ireland,China,2016,November,93
United Kingdom of Great Britain and Northern Ireland,China,2016,December,52
United Kingdom of Great Britain and Northern Ireland,Chile,2016,April,*
United Kingdom of Great Britain and Northern Ireland,Chile,2016,September,*
United Kingdom of Great Britain and Northern Ireland,Cameroon,2016,January,9
United Kingdom of Great Britain and Northern Ireland,Cameroon,2016,February,10
United Kingdom of Great Britain and Northern Ireland,Cameroon,2016,March,19
United Kingdom of Great Britain and Northern Ireland,Cameroon,2016,April,18
United Kingdom of Great Britain and Northern Ireland,Cameroon,2016,May,15
United Kingdom of Great Britain and Northern Ireland,Cameroon,2016,June,21
United Kingdom of Great Britain and Northern Ireland,Cameroon,2016,July,18
United Kingdom of Great Britain and Northern Ireland,Cameroon,2016,August,19
United Kingdom of Great Britain and Northern Ireland,Cameroon,2016,September,20
United Kingdom of Great Britain and Northern Ireland,Cameroon,2016,October,11
United Kingdom of Great Britain and Northern Ireland,Cameroon,2016,November,12
United Kingdom of Great Britain and Northern Ireland,Cameroon,2016,December,13
United Kingdom of Great Britain and Northern Ireland,Somalia,2016,October,34
United Kingdom of Great Britain and Northern Ireland,Somalia,2016,November,27
United Kingdom of Great Britain and Northern Ireland,Somalia,2016,December,32
United Kingdom of Great Britain and Northern Ireland,Bhutan,2016,April,*
United Kingdom of Great Britain and Northern Ireland,Viet Nam,2016,January,58
United Kingdom of Great Britain and Northern Ireland,Viet Nam,2016,February,61
United Kingdom of Great Britain and Northern Ireland,Viet Nam,2016,March,47
United Kingdom of Great Britain and Northern Ireland,Viet Nam,2016,April,58
United Kingdom of Great Britain and Northern Ireland,Viet Nam,2016,May,52
United Kingdom of Great Britain and Northern Ireland,Viet Nam,2016,June,74
United Kingdom of Great Britain and Northern Ireland,Viet Nam,2016,July,58
United Kingdom of Great Britain and Northern Ireland,Viet Nam,2016,August,73
United Kingdom of Great Britain and Northern Ireland,Viet Nam,2016,September,55
United Kingdom of Great Britain and Northern Ireland,Viet Nam,2016,October,61
United Kingdom of Great Britain and Northern Ireland,Viet Nam,2016,November,74
United Kingdom of Great Britain and Northern Ireland,Viet Nam,2016,December,103
United Kingdom of Great Britain and Northern Ireland,Egypt,2016,January,22
United Kingdom of Great Britain and Northern Ireland,Egypt,2016,February,22
United Kingdom of Great Britain and Northern Ireland,Egypt,2016,March,26
United Kingdom of Great Britain and Northern Ireland,Egypt,2016,April,35
United Kingdom of Great Britain and Northern Ireland,Egypt,2016,May,29
United Kingdom of Great Britain and Northern Ireland,Egypt,2016,June,27
United Kingdom of Great Britain and Northern Ireland,Egypt,2016,July,35
United Kingdom of Great Britain and Northern Ireland,Egypt,2016,August,66
United Kingdom of Great Britain and Northern Ireland,Egypt,2016,September,67
United Kingdom of Great Britain and Northern Ireland,Egypt,2016,October,53
United Kingdom of Great Britain and Northern Ireland,Egypt,2016,November,43
United Kingdom of Great Britain and Northern Ireland,Egypt,2016,December,49
United Kingdom of Great Britain and Northern Ireland,Argentina,2016,May,*
United Kingdom of Great Britain and Northern Ireland,Argentina,2016,June,*
United Kingdom of Great Britain and Northern Ireland,Argentina,2016,December,*
United Kingdom of Great Britain and Northern Ireland,Burkina Faso,2016,April,*
United Kingdom of Great Britain and Northern Ireland,Burkina Faso,2016,May,*
United Kingdom of Great Britain and Northern Ireland,Burkina Faso,2016,July,*
United Kingdom of Great Britain and Northern Ireland,Burkina Faso,2016,August,*
United Kingdom of Great Britain and Northern Ireland,Burkina Faso,2016,November,*
United Kingdom of Great Britain and Northern Ireland,Burkina Faso,2016,December,*
France,Myanmar,2016,January,*
France,Myanmar,2016,February,*
France,Myanmar,2016,March,*
France,Myanmar,2016,July,*
France,Myanmar,2016,August,*
France,Myanmar,2016,September,*
France,Myanmar,2016,October,*
France,Nepal,2016,January,10
France,Nepal,2016,February,5
France,Nepal,2016,March,6
France,Nepal,2016,April,*
France,Nepal,2016,June,9
France,Nepal,2016,July,16
France,Nepal,2016,August,11
France,Nepal,2016,September,*
France,Nepal,2016,October,7
France,Nepal,2016,November,6
United Kingdom of Great Britain and Northern Ireland,Armenia,2016,February,*
United Kingdom of Great Britain and Northern Ireland,Armenia,2016,April,*
United Kingdom of Great Britain and Northern Ireland,Armenia,2016,June,*
United Kingdom of Great Britain and Northern Ireland,Armenia,2016,July,*
United Kingdom of Great Britain and Northern Ireland,Armenia,2016,August,*
United Kingdom of Great Britain and Northern Ireland,Armenia,2016,September,15
United Kingdom of Great Britain and Northern Ireland,Armenia,2016,October,5
United Kingdom of Great Britain and Northern Ireland,Armenia,2016,November,6
United Kingdom of Great Britain and Northern Ireland,Armenia,2016,December,*
United Kingdom of Great Britain and Northern Ireland,Belarus,2016,February,*
United Kingdom of Great Britain and Northern Ireland,Belarus,2016,March,*
United Kingdom of Great Britain and Northern Ireland,Belarus,2016,April,*
United Kingdom of Great Britain and Northern Ireland,Belarus,2016,May,*
United Kingdom of Great Britain and Northern Ireland,Belarus,2016,July,*
United Kingdom of Great Britain and Northern Ireland,Belarus,2016,August,*
United Kingdom of Great Britain and Northern Ireland,Belarus,2016,October,*
United Kingdom of Great Britain and Northern Ireland,Belarus,2016,November,*
United Kingdom of Great Britain and Northern Ireland,Belarus,2016,December,*
United Kingdom of Great Britain and Northern Ireland,Bolivia (Plurinational State of),2016,March,*
United Kingdom of Great Britain and Northern Ireland,Bolivia (Plurinational State of),2016,May,*
United Kingdom of Great Britain and Northern Ireland,Bolivia (Plurinational State of),2016,August,*
United Kingdom of Great Britain and Northern Ireland,Bolivia (Plurinational State of),2016,October,*
United Kingdom of Great Britain and Northern Ireland,Australia,2016,March,*
United Kingdom of Great Britain and Northern Ireland,Australia,2016,June,*
United Kingdom of Great Britain and Northern Ireland,Australia,2016,October,*
United Kingdom of Great Britain and Northern Ireland,Australia,2016,November,*
United Kingdom of Great Britain and Northern Ireland,Azerbaijan,2016,January,*
United Kingdom of Great Britain and Northern Ireland,Azerbaijan,2016,February,*
